pay_price,pay_currency,pay_value,recv_currency,recv_value,stock,recv_price,recv_cost,pay_cost,rmt_diff,rmt_diff_percent,timestamp
0.3916,EXALT,1.0,CHAOS,9.0,5,0.02346,0.21114000000000002,0.3916,-0.18000000000000002,-0.4596527068437181,2022-08-22 07:55:41
2.76,DIVINE,1.0,CHAOS,140.0,63,0.02346,3.2844,2.76,0.52,0.1884057971014493,2022-08-22 07:55:41
